Number	Token	Language	Named Entity	POS	Universal Dependency	Sentence
4513	,	Spn	O	.	PUNCT	s177
4514	according	Eng	O	VERB	VERB	s177
4515	to	Eng	O	ADP	ADP	s177
4516	the	Eng	O	DET	DET	s177
4517	porteños	Spn	O	NOUN	NOUN	s177
4518	?	Spn	O	.	PUNCT	s177
4519	You	Eng	O	PRON	PRON	s178
4520	got	Eng	O	VERB	VERB	s178
4521	it	Eng	O	PRON	PRON	s178
4522	:	Eng	O	.	PUNCT	s178
4523	los	Spn	O	DET	DET	s178
4524	jacarandaes	Spn	O	NOUN	NOUN	s178
4525	.	Spn	O	.	PUNCT	s178
4526	Esta	Spn	O	DET	DET	s179
4527	vez	Spn	O	NOUN	NOUN	s179
4528	,	Spn	O	.	PUNCT	s179
4529	I	Eng	O/ORG	PRON	PRON	s179
4530	wasn’t	Eng	O/ORG	VERB	VERB	s179
4531	alone	Eng	O	ADV	ADV	s179
4532	.	Eng	O	.	PUNCT	s179
4533	Happily	Eng	O	ADV	ADV	s180
4534	QUOTE-SYMBOL	Eng	O	.	PUNCT	s180
4535	en	Spn	O	ADP	ADP	s180
4536	pareja	Spn	O	NOUN	NOUN	s180
4537	,	Spn	O	.	PUNCT	s180
4538	QUOTE-SYMBOL	Spn	O	.	PUNCT	s180
4539	como	Spn	O	ADP	ADP	s180
4540	dicen	Spn	O	VERB	VERB	s180
4541	en	Spn	O	ADP	ADP	s180
4542	la	Spn	O	DET	DET	s180
4543	Argentina	Spn	LOCATION/LUG	NOUN	PROPN	s180
4544	y	Spn	O	CONJ	CCONJ	s180
4545	con	Spn	O	ADP	ADP	s180
4546	el	Spn	O	DET	DET	s180
4547	Juvenile	Eng	O/OTROS	NOUN	PROPN	s180
4548	in	Eng	O	ADP	ADP	s180
4549	tow	Eng	O	NOUN	NOUN	s180
4550	,	Eng	O	.	PUNCT	s180
4551	I	Eng	O/ORG	PRON	PRON	s180
4552	was	Eng	O/ORG	VERB	VERB	s180
4553	actually	Eng	O/ORG	ADV	ADV	s180
4554	bien	Spn	O/ORG	ADV	ADV	s180
4555	apprehensive	Eng	O/ORG	ADJ	ADJ	s180
4556	I	Eng	O/ORG	PRON	PRON	s180
4557	wouldn’t	Eng	O/ORG	VERB	AUX	s180
4558	be	Eng	O	VERB	AUX	s180
4559	able	Eng	O	ADJ	ADJ	s180
4560	to	Eng	O	PRT	PART	s180
4561	muster	Eng	O	VERB	VERB	s180
4562	enough	Eng	O	ADJ	ADJ	s180
4563	of	Eng	O	ADP	ADP	s180
4564	my	Eng	O	DET	DET	s180
4565	signature	Eng	O	ADJ	ADJ	s180
4566	angst	Eng	O	NOUN	NOUN	s180
4567	,	Eng	O	.	PUNCT	s180
4568	harness	Eng	O	VERB	VERB	s180
4569	esa	Spn	O	DET	DET	s180
4570	imprescindible	Spn	O	ADJ	ADJ	s180
4571	sensación	Spn	O	NOUN	NOUN	s180
4572	de	Spn	O	ADP	ADP	s180
4573	dis/locación	Spn	O	NOUN	NOUN	s180
4574	,	Spn	O	.	PUNCT	s180
4575	de	Spn	O	ADP	ADP	s180
4576	otredad	Spn	O	X	X	s180
4577	which	Eng	O	ADP	ADP	s180
4578	has	Eng	O	ADV	ADV	s180
4579	dogged/blessed	Eng	O	X	X	s180
4580	me	Spn	O	PRON	PRON	s180
4581	toda	Spn	O	ADV	ADV	s180
4582	la	Spn	O	DET	DET	s180
4583	vida	Spn	O	NOUN	NOUN	s180
4584	.	Spn	O	.	PUNCT	s180
4585	Pero	Spn	O	ADP	ADP	s181
4586	not	Eng	O	ADV	ADV	s181
4587	to	Eng	O	PRT	PART	s181
4588	worry	Eng	O	VERB	VERB	s181
4589	:	Eng	O	.	PUNCT	s181
4590	lamento	Spn	O	VERB	VERB	s181
4591	(	Spn	O	.	PUNCT	s181
4592	o	Spn	O	CONJ	CCONJ	s181
4593	celebro	Spn	O	VERB	VERB	s181
4594	)	Spn	O	.	PUNCT	s181
4595	confirmar	Spn	O	VERB	VERB	s181
4596	que	Spn	O	CONJ	SCONJ	s181
4597	Buenos	Spn	LOCATION/LUG	NOUN	PROPN	s181
4598	Aires	Spn	LOCATION/LUG	NOUN	PROPN	s181
4599	,	Spn	O	.	PUNCT	s181
4600	de	Spn	O	ADP	ADP	s181
4601	por	Spn	O	ADP	ADP	s181
4602	sí	Spn	O	ADV	ADV	s181
4603	,	Spn	O	.	PUNCT	s181
4604	is	Eng	O/ORG	VERB	VERB	s181
4605	one	Eng	O/ORG	NUM	NUM	s181
4606	of	Eng	O/ORG	ADP	ADP	s181
4607	the	Eng	O/ORG	DET	DET	s181
4608	most	Eng	O/ORG	ADV	ADV	s181
4609	anxious	Eng	O/ORG	ADJ	ADJ	s181
4610	,	Eng	O	.	PUNCT	s181
4611	neurotic	Eng	O	ADJ	ADJ	s181
4612	latitudes	Spn	O	NOUN	NOUN	s181
4613	en	Spn	O	ADP	ADP	s181
4614	el	Spn	O	DET	DET	s181
4615	mundo	Spn	O	NOUN	NOUN	s181
4616	.	Spn	O	.	PUNCT	s181
4617	And	Eng	O	CONJ	CCONJ	s182
4618	,	Eng	O	.	PUNCT	s182
4619	hablando	Spn	O	VERB	VERB	s182
4620	de	Spn	O	ADP	ADP	s182
4621	latitudes	Spn	O	NOUN	NOUN	s182
4622	:	Spn	O	.	PUNCT	s182
4623	como	Spn	O	ADP	ADP	s182
4624	thunderbolt	Eng	O	NOUN	NOUN	s182
4625	it	Eng	O	PRON	PRON	s182
4626	hit	Eng	O	VERB	VERB	s182
4627	me	Spn	O	PRON	PRON	s182
4628	,	Spn	O	.	PUNCT	s182
4629	cuando	Spn	O	ADV	ADV	s182
4630	Pierre	Spn	PERSON/PERS	NOUN	PROPN	s182
4631	—	Spn	O	.	PUNCT	s182
4632	e	Spn	O	CONJ	CCONJ	s182
4633	our	Eng	O	DET	DET	s182
4634	first	Eng	O	ADJ	ADJ	s182
4635	day	Eng	O	NOUN	NOUN	s182
4636	out	Eng	O	ADP	ADP	s182
4637	—	Eng	O	.	PUNCT	s182
4638	encontró	Spn	O	VERB	VERB	s182
4639	el	Spn	O	DET	DET	s182
4640	departamento	Spn	O	NOUN	NOUN	s182
4641	idóneo	Spn	O	ADJ	ADJ	s182
4642	.	Spn	O	.	PUNCT	s182
4643	.	Spn	O	.	PUNCT	s182
4644	.	Spn	O	.	PUNCT	s182
4645	right	Eng	O	ADV	ADV	s182
4646	en	Spn	O	ADP	ADP	s182
4647	la	Spn	O	DET	DET	s182
4648	very	Eng	O	ADV	ADV	s182
4649	same	Eng	O/ORG	ADJ	ADJ	s182
4650	street	Eng	O/ORG	NOUN	PROPN	s182
4651	del	Spn	O/ORG	ADP	ADP	s182
4652	Jardín	Spn	O/ORG	NOUN	PROPN	s182
4653	Botánico	Spn	O/ORG	NOUN	PROPN	s182
4654	.	Spn	O	.	PUNCT	s182
4655	Gente	Spn	ORGANIZATION/O	NOUN	NOUN	s183
4656	,	Spn	O	.	PUNCT	s183
4657	it’s	Eng	O	VERB	VERB	s183
4658	TRUE	Eng	O/ORG	ADJ	ADJ	s183
4659	.	Eng	O	.	PUNCT	s183
4660	Mi	Spn	O	DET	DET	s184
4661	sueño	Spn	O	NOUN	NOUN	s184
4662	hecho	Spn	O	VERB	VERB	s184
4663	reality	Eng	O	NOUN	NOUN	s184
4664	:	Eng	O	.	PUNCT	s184
4665	I	Eng	O	PRON	PRON	s184
4666	was	Eng	O	VERB	AUX	s184
4667	going	Eng	O	VERB	AUX	s184
4668	to	Eng	O	PRT	PART	s184
4669	live	Eng	O	VERB	VERB	s184
4670	in	Eng	O	ADP	ADP	s184
4671	the	Eng	O	DET	DET	s184
4672	mero	Spn	O	ADJ	ADJ	s184
4673	corazón	Spn	O	NOUN	NOUN	s184
4674	de	Spn	O	ADP	ADP	s184
4675	Cortázar-	Eng	O/ORG	NOUN	PROPN	s184
4676	and	Eng	O/ORG	CONJ	CCONJ	s184
4677	Borges-landia	Spn	O/ORG	NOUN	PROPN	s184
4678	.	Spn	O	.	PUNCT	s184
4679	Just	Eng	O	ADV	ADV	s185
4680	blocks	Eng	O	NOUN	NOUN	s185
4681	from	Eng	O	ADP	ADP	s185
4682	,	Eng	O	.	PUNCT	s185
4683	de	Spn	O	ADV	ADV	s185
4684	hecho	Spn	O	ADV	ADV	s185
4685	,	Spn	O	.	PUNCT	s185
4686	the	Eng	O	DET	DET	s185
4687	four	Eng	O	NUM	NUM	s185
4688	corners	Eng	O	NOUN	NOUN	s185
4689	Borges	Eng	PERSON/PERS	NOUN	PROPN	s185
4690	enshrines	Spn	O	VERB	VERB	s185
4691	in	Eng	O	ADP	ADP	s185
4692	his	Eng	O	DET	DET	s185
4693	famous	Eng	O	ADJ	ADJ	s185
4694	poem	Eng	O	NOUN	NOUN	s185
4695	,	Eng	O	.	PUNCT	s185
4696	QUOTE-SYMBOL	Eng	O	.	PUNCT	s185
4697	Fundación	Spn	O/ORG	NOUN	PROPN	s185
4698	mítica	Spn	O	ADJ	ADJ	s185
4699	de	Spn	O	ADP	ADP	s185
4700	Buenos	Spn	LOCATION/OTROS	NOUN	PROPN	s185
4701	Aires	Spn	LOCATION/OTROS	NOUN	PROPN	s185
4702	QUOTE-SYMBOL	Spn	O	.	PUNCT	s185
4703	:	Spn	O	.	PUNCT	s185
4704	QUOTE-SYMBOL	Spn	O	.	PUNCT	s185
4705	Guatemala	Spn	LOCATION/LUG	NOUN	PROPN	s185
4706	,	Spn	O	.	PUNCT	s185
4707	Serrano	Spn	PERSON/PERS	NOUN	PROPN	s185
4708	,	Spn	O	.	PUNCT	s185
4709	Paraguay	Spn	LOCATION/LUG	NOUN	PROPN	s185
4710	,	Spn	O	.	PUNCT	s185
4711	Gurruchaga	Spn	PERSON/PERS	NOUN	PROPN	s185
4712	.	Spn	O	.	PUNCT	s185
4713	QUOTE-SYMBOL	Spn	O	.	PUNCT	s185
4714	Writing	Eng	O	VERB	VERB	s186
4715	now	Eng	O	ADV	ADV	s186
4716	(	Eng	O	.	PUNCT	s186
4717	aunque	Spn	O	CONJ	CCONJ	s186
4718	es	Spn	O	VERB	VERB	s186
4719	casi	Spn	O	ADV	ADV	s186
4720	imposible	Spn	O	ADJ	ADJ	s186
4721	dar	Spn	O	VERB	VERB	s186
4722	crédito	Spn	O	NOUN	NOUN	s186
4723	,	Spn	O	.	PUNCT	s186
4724	volver	Spn	O	VERB	VERB	s186
4725	a	Spn	O	ADP	ADP	s186
4726	ese	Spn	O	DET	DET	s186
4727	estado	Spn	O	NOUN	NOUN	s186
4728	previo	Spn	O	ADJ	ADJ	s186
4729	:	Spn	O	.	PUNCT	s186
4730	my	Eng	O	DET	DET	s186
4731	un-knowingBuenos	Spn	O	X	X	s186
4732	Aires	Spn	O	NOUN	NOUN	s186
4733	)	Spn	O	.	PUNCT	s186
4734	,	Spn	O	.	PUNCT	s186
4735	I	Eng	O/ORG	PRON	PRON	s186
4736	am	Eng	O/ORG	VERB	VERB	s186
4737	pierced	Eng	O/ORG	ADJ	ADJ	s186
4738	by	Eng	O/ORG	ADP	ADP	s186
4739	the	Eng	O/ORG	DET	DET	s186
4740	memory	Eng	O/ORG	NOUN	PROPN	s186
4741	of	Eng	O/ORG	ADP	ADP	s186
4742	my	Eng	O/ORG	DET	DET	s186
4743	ignorance	Eng	O/ORG	NOUN	PROPN	s186
4744	—	Eng	O	.	PUNCT	s186
4745	e	Spn	O	X	X	s186
4746	pendeja	Spn	O	NOUN	NOUN	s186
4747	,	Spn	O	.	PUNCT	s186
4748	no	Spn	O	ADV	ADV	s186
4749	?	Spn	O	.	PUNCT	s186
4750	Pero	Spn	O	CONJ	CCONJ	s186
4751	how	Eng	O	ADV	ADV	s186
4752	the	Eng	O	DET	DET	s186
4753	hell	Eng	O	NOUN	NOUN	s186
4754	was	Eng	O	VERB	VERB	s186
4755	I	Eng	O	PRON	PRON	s186
4756	to	Eng	O	PRT	PART	s186
4757	know	Eng	O	VERB	VERB	s186
4758	?	Eng	O	.	PUNCT	s186
4759	—	Eng	O	.	PUNCT	s186
4760	when	Eng	O	ADV	ADV	s186
4761	I	Eng	O/ORG	PRON	PRON	s186
4762	taught	Eng	O/ORG	VERB	VERB	s186
4763	that	Eng	O/ORG	DET	DET	s186
4764	poem	Eng	O/ORG	NOUN	PROPN	s186
4765	,	Eng	O	.	PUNCT	s186
4766	creo	Spn	O	VERB	VERB	s186
4767	que	Spn	O	CONJ	SCONJ	s186
4768	por	Spn	O	ADP	ADP	s186
4769	primera	Spn	O	ADJ	ADJ	s186
4770	vez	Spn	O	NOUN	NOUN	s186
4771	,	Spn	O	.	PUNCT	s186
4772	en	Spn	O	ADP	ADP	s186
4773	el	Spn	O	DET	DET	s186
4774	‘	Spn	O	.	PUNCT	s186
4775	98	Num	O	NUM	NUM	s186
4776	,	Num	O	.	PUNCT	s186
4777	I	Eng	O/ORG	PRON	PRON	s186
4778	think	Eng	O/ORG	VERB	VERB	s186
4779	it	Eng	O/ORG	PRON	PRON	s186
4780	was	Eng	O/ORG	VERB	VERB	s186
4781	.	Eng	O	.	PUNCT	s186
4782	How	Eng	O	ADV	ADV	s187
4783	could	Eng	O	VERB	AUX	s187
4784	I	Eng	O/OTROS	PRON	PRON	s187
4785	not	Eng	O	ADV	ADV	s187
4786	have	Eng	O	VERB	AUX	s187
4787	known	Eng	O	VERB	VERB	s187
4788	and	Eng	O	CONJ	CCONJ	s187
4789	ever	Eng	O	ADV	ADV	s187
4790	called	Eng	O	VERB	VERB	s187
4791	myself	Eng	O	PRON	PRON	s187
4792	—	Eng	O	.	PUNCT	s187
4793	f	Eng	O	X	X	s187
4794	,	Eng	O	.	PUNCT	s187
4795	anygüey	Eng	O	X	X	s187
4796	,	Eng	O	.	PUNCT	s187
4797	allowed	Eng	O	VERB	VERB	s187
4798	myself	Eng	O	PRON	PRON	s187
4799	to	Eng	O	PRT	PART	s187
4800	be	Eng	O	VERB	AUX	s187
4801	called	Eng	O	VERB	VERB	s187
4802	—	Eng	O	.	PUNCT	s187
4803	d	Eng	O	X	X	s187
4804	specialist	Eng	O	NOUN	NOUN	s187
4805	in	Eng	O	ADP	ADP	s187
4806	Argentine	Eng	O/LUG	ADJ	ADJ	s187
4807	literature	Eng	O	NOUN	NOUN	s187
4808	?	Eng	O	.	PUNCT	s187
4809	I	Eng	O	PRON	PRON	s188
4810	cringe	Eng	O	VERB	VERB	s188
4811	!	Eng	O	.	PUNCT	s188
4812	No	Spn	O	ADV	ADV	s189
4813	tener	Spn	O	VERB	VERB	s189
4814	idea	Eng	O	NOUN	NOUN	s189
4815	de	Spn	O	ADP	ADP	s189
4816	algo	Spn	O	PRON	PRON	s189
4817	tan	Spn	O	ADV	ADV	s189
4818	fundamental	Spn	O	ADJ	ADJ	s189
4819	—	Spn	O	.	PUNCT	s189
4820	l	Spn	O	PRON	PRON	s189
4821	for	Eng	O	ADP	ADP	s189
4822	Borges	Eng	O/PERS	NOUN	PROPN	s189
4823	—	Eng	O	.	PUNCT	s189
4824	s	Eng	O	X	X	s189
4825	sencillo	Spn	O	ADJ	ADJ	s189
4826	,	Spn	O	.	PUNCT	s189
4827	of	Eng	O	ADP	ADP	s189
4828	course	Eng	O	NOUN	NOUN	s189
4829	,	Eng	O	.	PUNCT	s189
4830	once	Eng	O	ADP	ADP	s189
4831	you’re	Eng	O	PRON	PRON	s189
4832	there	Eng	O	ADV	ADV	s189
4833	:	Eng	O	.	PUNCT	s189
4834	what	Eng	O/ORG	PRON	PRON	s189
4835	I	Eng	O/ORG	PRON	PRON	s189
4836	had	Eng	O/ORG	VERB	AUX	s189
4837	thought	Eng	O/ORG	VERB	VERB	s189
4838	were	Eng	O/ORG	VERB	VERB	s189
4839	random	Eng	O/ORG	ADJ	ADJ	s189
4840	country	Eng	O/ORG	ADJ	ADJ	s189
4841	names	Eng	O/ORG	NOUN	PROPN	s189
4842	,	Eng	O	.	PUNCT	s189
4843	Basque	Spn	O/PERS	ADJ	ADJ	s189
4844	surnames	Eng	O	NOUN	NOUN	s189
4845	son	Eng	O	VERB	VERB	s189
4846	ni	Spn	O	ADV	ADV	s189
4847	más	Spn	O	ADV	ADV	s189
4848	ni	Spn	O	CONJ	CCONJ	s189
4849	menos	Spn	O	ADV	ADV	s189
4850	que	Spn	O	CONJ	SCONJ	s189
4851	street	Eng	O	ADJ	ADJ	s189
4852	names	Eng	O	NOUN	NOUN	s189
4853	en	Spn	O	ADP	ADP	s189
4854	Borges’s	Eng	O	DET	DET	s189
4855	old	Eng	O	ADJ	ADJ	s189
4856	stomping	Eng	O	ADJ	ADJ	s189
4857	grounds	Eng	O	NOUN	NOUN	s189
4858	,	Eng	O	.	PUNCT	s189
4859	lo	Spn	O	PRON	PRON	s189
4860	que	Spn	O	CONJ	SCONJ	s189
4861	ahora	Spn	O	ADV	ADV	s189
4862	se	Spn	O	PRON	PRON	s189
4863	llama	Spn	O	VERB	VERB	s189
4864	el	Spn	O	DET	DET	s189
4865	trendísimo	Spn	O	ADJ	ADJ	s189
4866	Palermo	Spn	ORGANIZATION/ORG	NOUN	PROPN	s189
4867	Viejo	Spn	ORGANIZATION/ORG	NOUN	PROPN	s189
4868	.	Spn	O	.	PUNCT	s189
4869	I	Eng	O	PRON	PRON	s190
4870	had	Eng	O	VERB	AUX	s190
4871	even	Eng	O	ADV	ADV	s190
4872	asked	Eng	O	VERB	VERB	s190
4873	my	Eng	O	DET	DET	s190
4874	student	Eng	O	NOUN	NOUN	s190
4875	,	Eng	O	.	PUNCT	s190
4876	Alelí	Spn	PERSON/LUG	NOUN	PROPN	s190
4877	,	Spn	O	.	PUNCT	s190
4878	an	Eng	O	DET	DET	s190
4879	authenticporteña	Spn	O	X	X	s190
4880	,	Spn	O	.	PUNCT	s190
4881	pero	Spn	O	CONJ	CCONJ	s190
4882	having	Eng	O	VERB	AUX	s190
4883	grown	Eng	O	VERB	VERB	s190
4884	up	Eng	O	PRT	PART	s190
4885	en	Spn	O	ADP	ADP	s190
4886	los	Spn	O	DET	DET	s190
4887	northern	Eng	O	ADJ	ADJ	s190
4888	suburbs	Eng	O	NOUN	NOUN	s190
4889	,	Eng	O	.	PUNCT	s190
4890	en	Spn	O	ADP	ADP	s190
4891	Victoria	Spn	LOCATION/ORG	NOUN	PROPN	s190
4892	,	Spn	O	.	PUNCT	s190
4893	ella	Spn	O	PRON	PRON	s190
4894	no	Spn	O	ADV	ADV	s190
4895	tenía	Spn	O	VERB	VERB	s190
4896	clue	Eng	O	NOUN	NOUN	s190
4897	tampoco	Spn	O	ADV	ADV	s190
4898	.	Spn	O	.	PUNCT	s190
4899	So	Eng	O	PRT	PART	s191
4900	maybe	Eng	O	ADV	ADV	s191
4901	I	Eng	O/ORG	PRON	PRON	s191
4902	shouldn’t	Eng	O/ORG	VERB	AUX	s191
4903	feel	Eng	O	VERB	VERB	s191
4904	so	Eng	O	ADV	ADV	s191
4905	bad	Eng	O	ADJ	ADJ	s191
4906	.	Eng	O	.	PUNCT	s191
4907	.	Eng	O	.	PUNCT	s191
4908	.	Eng	O	.	PUNCT	s191
4909	Tan	Spn	O	ADV	ADV	s192
4910	sencillo	Spn	O	ADJ	ADJ	s192
4911	,	Spn	O	.	PUNCT	s192
4912	once	Eng	O	ADP	ADP	s192
4913	you’re	Eng	O	PRON	PRON	s192
4914	there	Eng	O	ADV	ADV	s192
4915	.	Eng	O	.	PUNCT	s192
4916	And	Eng	O	CONJ	CCONJ	s193
4917	perhaps	Eng	O	ADV	ADV	s193
4918	onlyif	Eng	O	X	X	s193
4919	you’re	Eng	O	PRON	PRON	s193
4920	there	Eng	O	ADV	ADV	s193
4921	.	Eng	O	.	PUNCT	s193
4922	.	Eng	O	.	PUNCT	s193
4923	.	Eng	O	.	PUNCT	s193
4924	So	Eng	O	PRT	PART	s194
4925	,	Eng	O	.	PUNCT	s194
4926	qué	Spn	O	ADV	ADV	s194
4927	es	Spn	O	VERB	VERB	s194
4928	lo	Spn	O	PRON	PRON	s194
4929	que	Spn	O	CONJ	SCONJ	s194
4930	esto	Spn	O	PRON	PRON	s194
4931	nos	Spn	O	PRON	PRON	s194
4932	dice	Spn	O	VERB	VERB	s194
4933	about	Eng	O	ADV	ADV	s194
4934	borders	Eng	O	NOUN	NOUN	s194
4935	,	Eng	O	.	PUNCT	s194
4936	identidades	Spn	O	NOUN	NOUN	s194
4937	,	Spn	O	.	PUNCT	s194
4938	transnational	Eng	O	ADJ	ADJ	s194
4939	studies	Eng	O	NOUN	NOUN	s194
4940	,	Eng	O	.	PUNCT	s194
4941	about	Eng	O	ADV	ADV	s194
4942	the	Eng	O	DET	DET	s194
4943	end	Eng	O	NOUN	NOUN	s194
4944	of	Eng	O	ADP	ADP	s194
4945	nationalisms	Eng	O	NOUN	NOUN	s194
4946	,	Eng	O	.	PUNCT	s194
4947	sobre	Spn	O	ADV	ADV	s194
4948	el	Spn	O	DET	DET	s194
4949	supposedly-shrinking	Eng	O	ADJ	ADJ	s194
4950	global	Eng	O	ADJ	ADJ	s194
4951	mundo	Spn	O	NOUN	NOUN	s194
4952	?	Spn	O	.	PUNCT	s194
4953	Shrinking	Eng	O/ORG	VERB	VERB	s195
4954	para	Spn	O	ADP	ADP	s195
4955	quién	Spn	O	ADV	ADV	s195
4956	?	Spn	O	.	PUNCT	s195
4957	My	Eng	O	DET	DET	s196
4958	ascendent	Eng	O	NOUN	NOUN	s196
4959	in	Eng	O	ADP	ADP	s196
4960	Sagittarius	Spn	O/PERS	NOUN	PROPN	s196
4961	me	Spn	O	PRON	PRON	s196
4962	confirma	Spn	O	VERB	VERB	s196
4963	y	Spn	O	CONJ	CCONJ	s196
4964	reitera	Spn	O	VERB	VERB	s196
4965	un	Spn	O	DET	DET	s196
4966	destino	Spn	O	NOUN	NOUN	s196
4967	peregrino	Spn	O	ADJ	ADJ	s196
4968	.	Spn	O	.	PUNCT	s196
4969	Ay	Spn	O	PRT	PART	s197
4970	,	Spn	O	.	PUNCT	s197
4971	utópica	Spn	O	ADJ	ADJ	s197
4972	.	Spn	O	.	PUNCT	s197
4973	Yes	Eng	O/PERS	ADV	ADV	s198
4974	,	Eng	O	.	PUNCT	s198
4975	ou-topos	Spn	O	X	X	s198
4976	.	Spn	O	.	PUNCT	s198
4977	Not	Eng	O	ADV	ADV	s199
4978	out	Eng	O	ADP	ADP	s199
4979	of	Eng	O	ADP	ADP	s199
4980	this	Eng	O	DET	DET	s199
4981	mundo	Spn	O	NOUN	NOUN	s199
4982	,	Spn	O	.	PUNCT	s199
4983	sino	Spn	O	CONJ	CCONJ	s199
4984	no-place	Eng	O	X	X	s199
4985	.	Eng	O	.	PUNCT	s199
4986	Bueno	Spn	O	ADV	ADV	s200
4987	,	Spn	O	.	PUNCT	s200
4988	no	Spn	O	ADV	ADV	s200
4989	oneplace	Eng	O	X	X	s200
4990	,	Eng	O	.	PUNCT	s200
4991	quizás	Spn	O	ADV	ADV	s200
4992	.	Spn	O	.	PUNCT	s200
4993	It’s	Eng	O	PRON	PRON	s201
4994	all	Eng	O	ADV	ADV	s201
4995	about	Eng	O	ADP	ADP	s201
4996	place	Eng	O	NOUN	NOUN	s201
4997	.	Eng	O	.	PUNCT	s201
4998	(	Eng	O	.	PUNCT	s202
4999	Sé	Spn	O	VERB	VERB	s202
5000	que	Spn	O	CONJ	SCONJ	s202
5001	me	Spn	O	PRON	PRON	s202
5002	contradigo	Spn	O	VERB	VERB	s202
5003	;	Spn	O	.	PUNCT	s202
5004	no	Spn	O	ADV	ADV	s202
5005	me	Spn	O	PRON	PRON	s202
5006	retes	Spn	O	VERB	VERB	s202
5007	.	Spn	O	.	PUNCT	s202
5008	)	Spn	O	.	PUNCT	s202
5009	Y	Spn	O	CONJ	CCONJ	s203
5010	mi	Spn	O	DET	DET	s203
5011	lugar	Spn	O	NOUN	NOUN	s203
5012	—	Spn	O	.	PUNCT	s203
5013	r	Eng	O	X	X	s203
5014	secret	Eng	O	ADJ	ADJ	s203
5015	garden	Eng	O	NOUN	NOUN	s203
5016	,	Eng	O	.	PUNCT	s203
5017	si	Spn	O	ADV	ADV	s203
5018	querés	Spn	O	VERB	VERB	s203
5019	—	Spn	O	.	PUNCT	s203
5020	s	Eng	O	X	X	s203
5021	,	Eng	O	.	PUNCT	s203
5022	for	Eng	O	ADP	ADP	s203
5023	thirteen	Eng	O	ADJ	ADJ	s203
5024	angst	Eng	O	NOUN	NOUN	s203
5025	and	Eng	O	CONJ	CCONJ	s203
5026	revelation-filled	Eng	O	ADJ	ADJ	s203
5027	months	Eng	O	NOUN	NOUN	s203
5028	,	Eng	O	.	PUNCT	s203
5029	ese	Spn	O	DET	DET	s203
5030	fading	Eng	O	ADJ	ADJ	s203
5031	beauty	Eng	O	NOUN	NOUN	s203
5032	,	Eng	O	.	PUNCT	s203
5033	onetime	Eng	O	X	X	s203
5034	departamento	Spn	O	NOUN	NOUN	s203
5035	de	Spn	O	ADP	ADP	s203
5036	lujo	Spn	O	NOUN	NOUN	s203
5037	,	Spn	O	.	PUNCT	s203
5038	donde	Spn	O	ADV	ADV	s203
5039	los	Spn	O	DET	DET	s203
5040	padres	Spn	O	NOUN	NOUN	s203
5041	de	Spn	O	ADP	ADP	s203
5042	la	Spn	O	DET	DET	s203
5043	Dra	Spn	O/OTROS	X	X	s203
5044	.	Spn	O	.	PUNCT	s203
5045	Lustig	Eng	PERSON/PERS	NOUN	PROPN	s203
5046	de	Spn	PERSON/O	NOUN	NOUN	s203
5047	Ferrer	Spn	PERSON/PERS	NOUN	PROPN	s203
5048	la	Spn	O	DET	DET	s203
5049	habían	Spn	O	VERB	AUX	s203
5050	criado	Spn	O	VERB	VERB	s203
5051	,	Spn	O	.	PUNCT	s203
5052	after	Eng	O	ADP	ADP	s203
5053	fleeing	Eng	O	VERB	VERB	s203
5054	Austria	Spn	LOCATION/ORG	NOUN	PROPN	s203
5055	in	Eng	O/ORG	ADP	ADP	s203
5056	the	Eng	O/ORG	DET	DET	s203
5057	Holocaust	Eng	O/ORG	NOUN	PROPN	s203
5058	,	Eng	O	.	PUNCT	s203
5059	al	Spn	O	ADP	ADP	s203
5060	Sur	Spn	O/OTROS	NOUN	PROPN	s203
5061	.	Spn	O	.	PUNCT	s203
5062	Escribí	Spn	O	VERB	VERB	s204
5063	a	Spn	O	ADP	ADP	s204
5064	todo	Spn	O	ADV	ADV	s204
5065	dar	Spn	O	NOUN	NOUN	s204
5066	,	Spn	O	.	PUNCT	s204
5067	mano	Spn	O	NOUN	NOUN	s204
5068	.	Spn	O	.	PUNCT	s204
5069	Even	Eng	O/PERS	ADV	ADV	s205
5070	with	Eng	O	ADP	ADP	s205
5071	the	Eng	O	DET	DET	s205
5072	Juvenile	Eng	O/PERS	NOUN	PROPN	s205
5073	coming	Eng	O	VERB	VERB	s205
5074	home	Eng	O	NOUN	NOUN	s205
5075	from	Eng	O	ADP	ADP	s205
5076	school	Eng	O	NOUN	NOUN	s205
5077	for	Eng	O	ADP	ADP	s205
5078	lunch	Eng	O	NOUN	NOUN	s205
5079	every	Eng	O	DET	DET	s205
5080	day	Eng	O	NOUN	NOUN	s205
5081	,	Eng	O	.	PUNCT	s205
5082	even	Eng	O	ADV	ADV	s205
5083	having	Eng	O	VERB	AUX	s205
5084	to	Eng	O	PRT	PART	s205
5085	wash	Eng	O	VERB	VERB	s205
5086	clothes	Eng	O	NOUN	NOUN	s205
5087	en	Spn	O	ADP	ADP	s205
5088	esa	Spn	O	DET	DET	s205
5089	tiny	Eng	O	ADJ	ADJ	s205
5090	,	Eng	O	.	PUNCT	s205
5091	casi	Spn	O	ADV	ADV	s205
5092	breaking	Eng	O	ADJ	ADJ	s205
5093	down	Eng	O	PRT	PART	s205
